system   D            wsystem.c:583  maybe_parent_dir                 [   0.00042] Also searching C:\Users\Jay Jay\Downloads\ALLEGROOP v4.9\
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.98874] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.99157] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.99176] converting display bitmap 04D9DDA8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.99210] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.99211] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.99447] converting display bitmap 04BAB670 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.99461] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.99462] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.99551] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.99563] converting display bitmap 032600B0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.99577] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.99578] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.99696] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.99703] converting display bitmap 04BA85E8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.99712] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.99715] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.99789] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.99793] converting display bitmap 04BAE588 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.99810] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.99812] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 109.99936] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 109.99943] converting display bitmap 04CE3790 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 109.99957] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 109.99958] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [ 110.00057] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 110.00063] converting display bitmap 04BA2C80 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 110.00103] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 110.00104] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [ 110.00355] converting display bitmap 033F2B60 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [ 110.00870] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [ 110.00873] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [ 110.03695] waiting for display 00DFB818's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [ 110.04199] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [ 110.05802] d3d display thread exits
dtor     D               dtor.c:114  _al_run_destructors              [ 110.05856] calling dtor for object 14AFCA88, func 5F3024CD
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06285] removed dtor for object 14AFCA88
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06287] calling dtor for object 0343F878, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06288] removed dtor for object 0343F878
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06291] calling dtor for object 14C45D40, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06293] removed dtor for object 14C45D40
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06295] calling dtor for object 03443B38, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06296] removed dtor for object 03443B38
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06302] calling dtor for object 03441D88, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06303] removed dtor for object 03441D88
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06374] calling dtor for object 03441078, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06377] removed dtor for object 03441078
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06402] calling dtor for object 03446688, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06404] removed dtor for object 03446688
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06408] calling dtor for object 03445738, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06409] removed dtor for object 03445738
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06430] calling dtor for object 14B6FEC0, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06431] removed dtor for object 14B6FEC0
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06445] calling dtor for object 14AFE3B0, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06447] removed dtor for object 14AFE3B0
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06460] calling dtor for object 0343AE60, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06461] removed dtor for object 0343AE60
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06485] calling dtor for object 04F12A28, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06486] removed dtor for object 04F12A28
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06518] calling dtor for object 04E3FED8, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06520] removed dtor for object 04E3FED8
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06524] calling dtor for object 04E3E428, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06525] removed dtor for object 04E3E428
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06532] calling dtor for object 04DB20D8, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06533] removed dtor for object 04DB20D8
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06583] calling dtor for object 04DB7268, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06586] removed dtor for object 04DB7268
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06629] calling dtor for object 04C0AF08, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06633] removed dtor for object 04C0AF08
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06675] calling dtor for object 04E9DBC0, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06677] removed dtor for object 04E9DBC0
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06747] calling dtor for object 04C07898, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06749] removed dtor for object 04C07898
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06821] calling dtor for object 04E40A00, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06824] removed dtor for object 04E40A00
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06890] calling dtor for object 04DE6768, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06892] removed dtor for object 04DE6768
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06939] calling dtor for object 04DB8BE0, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06941] removed dtor for object 04DB8BE0
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06966] calling dtor for object 04BB3D80, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06967] removed dtor for object 04BB3D80
dtor     D               dtor.c:114  _al_run_destructors              [ 110.06991] calling dtor for object 04BC2238, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.06992] removed dtor for object 04BC2238
dtor     D               dtor.c:114  _al_run_destructors              [ 110.07002] calling dtor for object 04C0E3B0, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07003] removed dtor for object 04C0E3B0
dtor     D               dtor.c:114  _al_run_destructors              [ 110.07030] calling dtor for object 04BA9A20, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07031] removed dtor for object 04BA9A20
dtor     D               dtor.c:114  _al_run_destructors              [ 110.07054] calling dtor for object 04BAD950, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07055] removed dtor for object 04BAD950
dtor     D               dtor.c:114  _al_run_destructors              [ 110.07084] calling dtor for object 04D9DDA8, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07085] removed dtor for object 04D9DDA8
dtor     D               dtor.c:114  _al_run_destructors              [ 110.07116] calling dtor for object 04BAB670, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07117] removed dtor for object 04BAB670
dtor     D               dtor.c:114  _al_run_destructors              [ 110.07124] calling dtor for object 032600B0, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07125] removed dtor for object 032600B0
dtor     D               dtor.c:114  _al_run_destructors              [ 110.07136] calling dtor for object 04BA85E8, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07137] removed dtor for object 04BA85E8
dtor     D               dtor.c:114  _al_run_destructors              [ 110.07141] calling dtor for object 04BAE588, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07142] removed dtor for object 04BAE588
dtor     D               dtor.c:114  _al_run_destructors              [ 110.07152] calling dtor for object 04CE3790, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07153] removed dtor for object 04CE3790
dtor     D               dtor.c:114  _al_run_destructors              [ 110.07161] calling dtor for object 04BA2C80, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07163] removed dtor for object 04BA2C80
dtor     D               dtor.c:114  _al_run_destructors              [ 110.07184] calling dtor for object 033F2B60, func 5F302590
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07186] removed dtor for object 033F2B60
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07454] removed dtor for object 033DF628
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07458] removed dtor for object 033E23F8
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07460] removed dtor for object 033E3510
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07461] removed dtor for object 033DEDD0
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07462] removed dtor for object 033EF820
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07463] removed dtor for object 033EFB28
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07464] removed dtor for object 033F00E8
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07465] removed dtor for object 033F0608
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07466] removed dtor for object 033F0820
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07467] removed dtor for object 033EF938
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07468] removed dtor for object 033EFC40
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07469] removed dtor for object 033F0938
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07470] removed dtor for object 033F0DD0
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07471] removed dtor for object 033F0EE8
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07472] removed dtor for object 033EFD58
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07474] removed dtor for object 033F0380
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07476] removed dtor for object 033F1180
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07477] removed dtor for object 033F1618
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07479] removed dtor for object 033F1730
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07480] removed dtor for object 033F0A50
dtor     D               dtor.c:214  _al_unregister_destructor        [ 110.07481] removed dtor for object 033DEB38
audio-dsound D           dsound.cpp:526  _dsound_stop_voice               [ 110.07482] Stopping voice
audio-dsound D           dsound.cpp:542  _dsound_stop_voice               [ 110.07483] Joining thread
audio-dsound D           dsound.cpp:548  _dsound_stop_voice               [ 110.08021] Joined thread
audio-dsound D           dsound.cpp:550  _dsound_stop_voice               [ 110.08023] Destroying thread
